,Precision,Recall,Threshold
0,0.00559328805433,1.0,0.00133502605356
1,0.00539460539461,0.964285714286,0.00133522146176
2,0.00539568345324,0.964285714286,0.00133568672671
3,0.00539676194283,0.964285714286,0.00133652849173
4,0.00539784086365,0.964285714286,0.00133716490249
5,0.00539892021596,0.964285714286,0.00133729687161
6,0.0054,0.964285714286,0.00133832587575
7,0.00540108021604,0.964285714286,0.00133878451776
8,0.00540216086435,0.964285714286,0.0013391061016
9,0.00540540540541,0.964285714286,0.00133913175767
10,0.00540648778534,0.964285714286,0.00133988759652
11,0.00540757059884,0.964285714286,0.0013405116998
12,0.00540865384615,0.964285714286,0.00134127673913
13,0.00540973752755,0.964285714286,0.00134264955087
14,0.00541407659916,0.964285714286,0.00134387022271
15,0.00541516245487,0.964285714286,0.00134543754888
16,0.00541624874624,0.964285714286,0.00134581435827
17,0.00541733547352,0.964285714286,0.00134619908063
18,0.00541951023685,0.964285714286,0.00134628945568
19,0.00542059827344,0.964285714286,0.00134704424558
20,0.00542168674699,0.964285714286,0.00134810915825
21,0.00542277565776,0.964285714286,0.00134863374868
22,0.00542386500603,0.964285714286,0.00134898316787
23,0.00542495479204,0.964285714286,0.00134945094658
24,0.00542604501608,0.964285714286,0.00134990260027
25,0.00542713567839,0.964285714286,0.00134994045799
26,0.00542822677925,0.964285714286,0.00135171364042
27,0.00542931831892,0.964285714286,0.00135321207872
28,0.00543041029767,0.964285714286,0.00135345997002
29,0.00543150271575,0.964285714286,0.00135360421688
30,0.00543259557344,0.964285714286,0.00135474055592
31,0.00543587678679,0.964285714286,0.00135705340807
32,0.00543697140556,0.964285714286,0.00135782823549
33,0.00543806646526,0.964285714286,0.00135835118123
34,0.00543916196616,0.964285714286,0.00135866426689
35,0.00544025790852,0.964285714286,0.00135942903197
36,0.00544135429262,0.964285714286,0.00136058453882
37,0.0054435483871,0.964285714286,0.0013613616648
38,0.005444646098,0.964285714286,0.00136142008403
39,0.00544574425171,0.964285714286,0.00136144898734
40,0.0054468428485,0.964285714286,0.00136172132163
41,0.00544794188862,0.964285714286,0.00136184969805
42,0.00544904137235,0.964285714286,0.00136273342149
43,0.00545014129996,0.964285714286,0.00136337665693
44,0.00545124167171,0.964285714286,0.00136506561983
45,0.00545344374874,0.964285714286,0.001365481234
46,0.00545454545455,0.964285714286,0.00136607678751
