,Precision,Recall,Threshold
0,0.00653900046707,1.0,1.39915028898e-06
1,0.00631136044881,0.964285714286,1.44201300403e-06
2,0.00632318501171,0.964285714286,1.47999627361e-06
3,0.00632466619817,0.964285714286,1.51484383005e-06
4,0.00633208255159,0.964285714286,1.52285898865e-06
5,0.00633951631838,0.964285714286,1.54009053608e-06
6,0.00634100516674,0.964285714286,1.57965458647e-06
7,0.00634249471459,0.964285714286,1.60976528477e-06
8,0.00634547591069,0.964285714286,1.6339869281e-06
9,0.00635892604805,0.964285714286,1.65262799981e-06
10,0.00649663137632,0.964285714286,1.66985954724e-06
11,0.00649975926818,0.964285714286,1.70942359763e-06
12,0.00650602409639,0.964285714286,1.75070553187e-06
13,0.00650759219089,0.964285714286,1.76375593926e-06
14,0.00652016421154,0.964285714286,1.79026958226e-06
15,0.00653120464441,0.964285714286,1.88047454303e-06
16,0.00653436592449,0.964285714286,1.92003859342e-06
17,0.00653594771242,0.964285714286,1.94528529945e-06
18,0.00654069767442,0.964285714286,1.98013285589e-06
19,0.00654228252968,0.964285714286,2.03446519752e-06
20,0.00654386815317,0.964285714286,2.06097884052e-06
21,0.00654545454545,0.964285714286,2.07505431061e-06
22,0.00655021834061,0.964285714286,2.12938665224e-06
23,0.00655180781364,0.964285714286,2.19074785168e-06
24,0.00655339805825,0.964285714286,2.2856693064e-06
25,0.00655817342725,0.964285714286,2.34000164803e-06
26,0.00655976676385,0.964285714286,2.34576356887e-06
27,0.00656136087485,0.964285714286,2.43965996089e-06
28,0.00656295576082,0.964285714286,2.55637856466e-06
29,0.00656934306569,0.964285714286,2.80844675121e-06
30,0.006570941835,0.964285714286,3.07599993213e-06
31,0.00657254138267,0.964285714286,3.42465753425e-06
32,0.00657574281539,0.964285714286,3.55442654541e-06
33,0.00658055081648,0.964285714286,3.63527253003e-06
34,0.00658215504632,0.964285714286,3.663003663e-06
35,0.0065869724323,0.964285714286,3.69003690037e-06
36,0.00658857979502,0.964285714286,3.6953667925e-06
37,0.0065901879424,0.964285714286,3.76504154119e-06
38,0.006591796875,0.964285714286,3.79277267416e-06
39,0.00659340659341,0.964285714286,3.82513580366e-06
40,0.00659501709819,0.964285714286,3.861003861e-06
41,0.00660146699267,0.964285714286,3.87361865879e-06
42,0.006603081438,0.964285714286,3.96074615863e-06
43,0.00660792951542,0.964285714286,3.99077287216e-06
44,0.00661926942878,0.964285714286,4.03042090732e-06
45,0.00662414131501,0.964285714286,4.05566761335e-06
46,0.00662576687117,0.964285714286,4.10056155588e-06
47,0.00662739322533,0.964285714286,4.13067225417e-06
48,0.0066290203781,0.964285714286,4.15840338714e-06
49,0.0066322770818,0.964285714286,4.17136115441e-06
50,0.00663390663391,0.964285714286,4.19076651664e-06
51,0.00663553698697,0.964285714286,4.20138786795e-06
52,0.00663716814159,0.964285714286,4.27161250127e-06
53,0.00663880009835,0.964285714286,4.45614588277e-06
54,0.00664043285785,0.964285714286,4.53690788263e-06
55,0.00664206642066,0.964285714286,4.53902309488e-06
56,0.0066437007874,0.964285714286,4.56675422785e-06
57,0.00664533595865,0.964285714286,4.56701858093e-06
58,0.00664860871706,0.964285714286,4.59378746521e-06
59,0.0066535239034,0.964285714286,4.66676087855e-06
60,0.00665516391422,0.964285714286,4.69652323901e-06
61,0.00665680473373,0.964285714286,4.71165482108e-06
62,0.00665844636252,0.964285714286,4.73938595405e-06
63,0.00666008880118,0.964285714286,4.8065762758e-06
64,0.00666173205033,0.964285714286,4.8374634861e-06
65,0.00666337611056,0.964285714286,4.86134064614e-06
66,0.00666502098247,0.964285714286,4.90465380786e-06
67,0.00666666666667,0.964285714286,5.10204081633e-06
68,0.00667160859896,0.964285714286,5.1131535914e-06
69,0.00667325753831,0.964285714286,5.20833333333e-06
