,Precision,Recall,Threshold
0,0.00507522204096,1.0,0.0
1,0.0122591943958,0.5,0.000204081632653
2,0.0115864527629,0.464285714286,0.000350877192982
3,0.0116071428571,0.464285714286,0.000434782608696
4,0.0117328519856,0.464285714286,0.000588235294118
5,0.0117967332123,0.464285714286,0.000952380952381
6,0.0118505013674,0.464285714286,0.00285714285714
7,0.0118613138686,0.464285714286,0.00333333333333
8,0.0119047619048,0.464285714286,0.005
9,0.0119156736939,0.464285714286,0.00666666666667
10,0.0119485294118,0.464285714286,0.01
11,0.0121381886088,0.464285714286,0.02
12,0.0111420612813,0.142857142857,0.0202040816327
13,0.0111731843575,0.142857142857,0.0205882352941
14,0.0112044817927,0.142857142857,0.0209523809524
15,0.0112359550562,0.142857142857,0.0266666666667
16,0.0113636363636,0.142857142857,0.028
17,0.011396011396,0.142857142857,0.04
18,0.014598540146,0.0714285714286,0.0402040816327
19,0.0148148148148,0.0714285714286,0.0404347826087
20,0.0149253731343,0.0714285714286,0.044
21,0.015037593985,0.0714285714286,0.0466666666667
22,0.0151515151515,0.0714285714286,0.05
23,0.0152671755725,0.0714285714286,0.06
24,0.0425531914894,0.0714285714286,0.0666666666667
25,0.0434782608696,0.0714285714286,0.075
26,0.0454545454545,0.0714285714286,0.08
27,0.0526315789474,0.0357142857143,0.0866666666667
28,0.0555555555556,0.0357142857143,0.09
29,0.0588235294118,0.0357142857143,0.1
30,0.0,0.0,0.12
31,0.0,0.0,0.14
